,Helipad_number,FAA_index,latitude,longitude,zoom,groundtruth,category,minX,minY,maxX,maxY,url
2574,2514,7773,38.74799444,-76.87683889,20,TRUE,6,200,221,423,406,"http://maps.googleapis.com/maps/api/staticmap?center=38.74799444444445,-76.87683888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2576,2516,7777,39.21482222,-76.886925,20,TRUE,1,259,240,386,371,"http://maps.googleapis.com/maps/api/staticmap?center=39.21482222222223,-76.886925&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2577,2517,7780,37.9975,-75.85320278,20,TRUE,9,273,275,372,372,"http://maps.googleapis.com/maps/api/staticmap?center=37.9975,-75.85320277777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2578,2518,7783,39.64689722,-78.7322,20,TRUE,1,208,234,409,418,"http://maps.googleapis.com/maps/api/staticmap?center=39.64689722222222,-78.7322&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2583,2523,7808,39.43626389,-77.42066111,20,TRUE,other,196,164,468,435,"http://maps.googleapis.com/maps/api/staticmap?center=39.43626388888889,-77.42066111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2584,2524,7810,38.72783333,-76.99215278,20,TRUE,4,193,219,415,407,"http://maps.googleapis.com/maps/api/staticmap?center=38.727833333333336,-76.99215277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2585,2525,7812,39.42252778,-77.41494444,20,TRUE,1,261,234,525,470,"http://maps.googleapis.com/maps/api/staticmap?center=39.42252777777777,-77.41494444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2587,2527,7819,39.13658333,-76.6198,20,TRUE,1,232,231,383,375,"http://maps.googleapis.com/maps/api/staticmap?center=39.13658333333333,-76.6198&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2589,2529,7822,38.96752222,-76.18278056,20,TRUE,2,219,231,424,404,"http://maps.googleapis.com/maps/api/staticmap?center=38.96752222222222,-76.18278055555557&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2591,2531,7827,39.62295556,-77.68615,20,TRUE,1,208,205,409,378,"http://maps.googleapis.com/maps/api/staticmap?center=39.62295555555556,-77.68615&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2593,2533,7829,39.53225278,-76.10288889,20,TRUE,1,210,206,428,433,"http://maps.googleapis.com/maps/api/staticmap?center=39.532252777777785,-76.10288888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2595,2535,7837,39.388703,-79.181377,20,TRUE,4,107,324,268,462,"http://maps.googleapis.com/maps/api/staticmap?center=39.388703,-79.181377&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2596,2536,7841,38.52850833,-76.97097778,20,TRUE,1,222,231,388,393,"http://maps.googleapis.com/maps/api/staticmap?center=38.528508333333335,-76.97097777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2597,2537,7843,38.908775,-76.86693333,20,TRUE,5,219,217,406,400,"http://maps.googleapis.com/maps/api/staticmap?center=38.908775,-76.86693333333331&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2599,2539,7845,39.08789167,-76.88225833,20,TRUE,1,129,144,488,490,"http://maps.googleapis.com/maps/api/staticmap?center=39.08789166666667,-76.88225833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2601,2541,7851,38.30205556,-76.63931111,20,TRUE,2,238,244,382,388,"http://maps.googleapis.com/maps/api/staticmap?center=38.30205555555556,-76.63931111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2602,2542,7852,38.30143333,-76.6368,20,TRUE,2,237,238,404,395,"http://maps.googleapis.com/maps/api/staticmap?center=38.30143333333333,-76.63680000000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2606,2546,7872,39.41285278,-79.40134444,20,TRUE,1,234,233,399,405,"http://maps.googleapis.com/maps/api/staticmap?center=39.41285277777778,-79.40134444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2607,2547,7877,39.15471667,-77.05504444,20,TRUE,1,251,215,453,424,"http://maps.googleapis.com/maps/api/staticmap?center=39.154716666666666,-77.05504444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2609,2549,7880,38.79370556,-77.01214444,20,TRUE,0,215,227,421,412,"http://maps.googleapis.com/maps/api/staticmap?center=38.79370555555556,-77.01214444444443&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2610,2550,7886,38.56083333,-76.59597222,20,TRUE,2,232,222,417,393,"http://maps.googleapis.com/maps/api/staticmap?center=38.56083333333333,-76.59597222222223&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2612,2552,7897,39.09837222,-77.19758889,20,TRUE,1,220,242,386,393,"http://maps.googleapis.com/maps/api/staticmap?center=39.09837222222223,-77.19758888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2613,2553,7900,38.36230833,-75.5973,20,TRUE,1,159,240,338,405,"http://maps.googleapis.com/maps/api/staticmap?center=38.36230833333333,-75.59729999999998&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2617,2557,7916,38.985725,-77.00164167,20,TRUE,1,218,231,402,402,"http://maps.googleapis.com/maps/api/staticmap?center=38.985725,-77.00164166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2618,2558,7922,39.39899556,-76.58830083,20,TRUE,3,286,102,505,349,"http://maps.googleapis.com/maps/api/staticmap?center=39.398995555555565,-76.58830083333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2619,2559,7923,39.38841944,-76.61081389,20,TRUE,1,264,236,417,406,"http://maps.googleapis.com/maps/api/staticmap?center=39.38841944444445,-76.61081388888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2620,2560,7930,39.55861111,-76.99083333,20,TRUE,1,385,146,597,365,"http://maps.googleapis.com/maps/api/staticmap?center=39.55861111111111,-76.99083333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2623,2563,7945,44.36181111,-69.77984444,20,TRUE,1,209,222,418,421,"http://maps.googleapis.com/maps/api/staticmap?center=44.36181111111111,-69.77984444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2624,2564,7948,44.80824444,-68.75213056,20,TRUE,1,207,239,403,427,"http://maps.googleapis.com/maps/api/staticmap?center=44.80824444444444,-68.75213055555554&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2627,2567,7955,44.413275,-68.99405278,20,TRUE,1,209,206,405,389,"http://maps.googleapis.com/maps/api/staticmap?center=44.413275,-68.99405277777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2628,2568,7959,44.41524722,-70.844275,20,TRUE,9,237,245,351,383,"http://maps.googleapis.com/maps/api/staticmap?center=44.41524722222222,-70.844275&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2629,2569,7963,44.41201389,-68.58799722,20,TRUE,1,213,274,406,463,"http://maps.googleapis.com/maps/api/staticmap?center=44.41201388888889,-68.58799722222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2631,2571,7967,44.04616389,-70.71303889,20,TRUE,1,241,253,417,412,"http://maps.googleapis.com/maps/api/staticmap?center=44.046163888888884,-70.71303888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2632,2572,7971,43.90496389,-69.89116667,20,TRUE,2,217,229,406,408,"http://maps.googleapis.com/maps/api/staticmap?center=43.904963888888894,-69.89116666666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2633,2573,7972,45.17713611,-67.26793611,20,TRUE,1,224,201,429,422,"http://maps.googleapis.com/maps/api/staticmap?center=45.1771361111111,-67.26793611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2637,2577,7996,45.18855833,-69.23675833,20,TRUE,1,233,228,385,373,"http://maps.googleapis.com/maps/api/staticmap?center=45.18855833333333,-69.23675833333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2638,2578,8003,44.54655278,-68.41739444,20,TRUE,1,210,219,392,406,"http://maps.googleapis.com/maps/api/staticmap?center=44.54655277777778,-68.41739444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2639,2579,8006,43.73916389,-70.31290556,20,TRUE,9,49,298,163,431,"http://maps.googleapis.com/maps/api/staticmap?center=43.739163888888896,-70.31290555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2640,2580,8008,44.62655,-70.16209167,20,TRUE,1,259,264,403,400,"http://maps.googleapis.com/maps/api/staticmap?center=44.62655,-70.16209166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2641,2581,8011,47.26488611,-68.59326667,20,TRUE,4,296,264,459,409,"http://maps.googleapis.com/maps/api/staticmap?center=47.26488611111111,-68.59326666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2642,2582,8023,45.45836944,-69.61118889,20,TRUE,1,163,183,406,404,"http://maps.googleapis.com/maps/api/staticmap?center=45.45836944444446,-69.61118888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2643,2583,8035,46.13446667,-67.84313333,20,TRUE,1,251,250,411,419,"http://maps.googleapis.com/maps/api/staticmap?center=46.13446666666667,-67.84313333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2645,2585,8047,44.10323333,-70.21507222,20,TRUE,1,247,251,390,399,"http://maps.googleapis.com/maps/api/staticmap?center=44.10323333333334,-70.21507222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2646,2586,8052,45.34871389,-68.51663611,20,TRUE,1,185,226,398,425,"http://maps.googleapis.com/maps/api/staticmap?center=45.348713888888895,-68.51663611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2647,2587,8053,44.05833333,-70.09861111,20,TRUE,7,311,278,422,387,"http://maps.googleapis.com/maps/api/staticmap?center=44.05833333333333,-70.09861111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2649,2589,8059,44.71344444,-67.47587222,20,TRUE,1,176,203,449,444,"http://maps.googleapis.com/maps/api/staticmap?center=44.713444444444455,-67.47587222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2651,2591,8068,45.65326667,-68.71697778,20,TRUE,1,234,228,403,395,"http://maps.googleapis.com/maps/api/staticmap?center=45.65326666666667,-68.71697777777779&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2656,2596,8088,44.20931944,-70.53170556,20,TRUE,1,214,237,420,417,"http://maps.googleapis.com/maps/api/staticmap?center=44.20931944444445,-70.53170555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2658,2598,8102,43.65396389,-70.27695,20,TRUE,1,107,172,372,408,"http://maps.googleapis.com/maps/api/staticmap?center=43.653963888888896,-70.27695&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2659,2599,8105,46.67591944,-67.99898056,20,TRUE,1,235,240,447,458,"http://maps.googleapis.com/maps/api/staticmap?center=46.67591944444444,-67.99898055555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2660,2600,8112,44.14313889,-69.08541111,20,TRUE,8,256,238,409,400,"http://maps.googleapis.com/maps/api/staticmap?center=44.14313888888889,-69.0854111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2661,2601,8116,44.5513,-70.555475,20,TRUE,5,245,254,373,396,"http://maps.googleapis.com/maps/api/staticmap?center=44.5513,-70.555475&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2662,2602,8120,43.44871944,-70.76859444,20,TRUE,1,195,187,456,442,"http://maps.googleapis.com/maps/api/staticmap?center=43.448719444444436,-70.76859444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2663,2603,8128,44.75772778,-69.71441111,20,TRUE,5,249,239,422,401,"http://maps.googleapis.com/maps/api/staticmap?center=44.757727777777774,-69.71441111111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2664,2604,8139,44.56621667,-69.64785,20,TRUE,1,235,245,413,428,"http://maps.googleapis.com/maps/api/staticmap?center=44.56621666666666,-69.64785&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2668,2608,8149,43.14158333,-70.65066944,20,TRUE,1,230,214,430,417,"http://maps.googleapis.com/maps/api/staticmap?center=43.14158333333333,-70.65066944444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2670,2610,8153,41.91301111,-84.04901667,20,TRUE,5,260,253,475,450,"http://maps.googleapis.com/maps/api/staticmap?center=41.91301111111111,-84.04901666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2672,2612,8160,45.07708333,-83.44806667,20,TRUE,4,233,230,411,405,"http://maps.googleapis.com/maps/api/staticmap?center=45.07708333333333,-83.44806666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2673,2613,8163,42.28320833,-83.72903611,20,TRUE,4,239,236,405,397,"http://maps.googleapis.com/maps/api/staticmap?center=42.28320833333333,-83.72903611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2674,2614,8164,42.28541667,-83.727325,20,TRUE,2,20,230,182,396,"http://maps.googleapis.com/maps/api/staticmap?center=42.285416666666656,-83.72732500000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2675,2614,8164,42.28541667,-83.727325,20,TRUE,2,262,486,422,637,"http://maps.googleapis.com/maps/api/staticmap?center=42.285416666666656,-83.72732500000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2681,2620,8191,43.69488389,-85.47379417,20,TRUE,1,78,341,283,554,"http://maps.googleapis.com/maps/api/staticmap?center=43.694883888888896,-85.47379416666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2683,2622,8201,42.5613,-83.7355,20,TRUE,9,71,106,273,296,"http://maps.googleapis.com/maps/api/staticmap?center=42.5613,-83.7355&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2686,2625,8213,43.17572778,-84.84124167,20,TRUE,2,217,264,397,433,"http://maps.googleapis.com/maps/api/staticmap?center=43.17572777777778,-84.84124166666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2688,2627,8219,45.31416667,-85.275,20,TRUE,1,279,342,459,492,"http://maps.googleapis.com/maps/api/staticmap?center=45.31416666666666,-85.275&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2692,2631,8238,41.93793889,-84.98920833,20,TRUE,9,222,212,421,417,"http://maps.googleapis.com/maps/api/staticmap?center=41.93793888888889,-84.98920833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2694,2633,8240,42.59330556,-83.49994444,20,TRUE,1,231,232,380,370,"http://maps.googleapis.com/maps/api/staticmap?center=42.59330555555556,-83.49994444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2696,2635,8251,42.28992222,-83.21575556,20,TRUE,2,208,215,413,409,"http://maps.googleapis.com/maps/api/staticmap?center=42.289922222222216,-83.21575555555556&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2699,2638,8255,42.36722222,-82.9675,20,TRUE,0,121,210,402,454,"http://maps.googleapis.com/maps/api/staticmap?center=42.367222222222225,-82.9675&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2700,2639,8256,42.35638056,-83.05734722,20,TRUE,1,202,233,385,398,"http://maps.googleapis.com/maps/api/staticmap?center=42.35638055555556,-83.05734722222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2701,2640,8258,42.41805833,-83.18261667,20,TRUE,1,238,232,416,398,"http://maps.googleapis.com/maps/api/staticmap?center=42.41805833333333,-83.18261666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2702,2641,8259,42.36870833,-83.08537778,20,TRUE,1,225,242,419,423,"http://maps.googleapis.com/maps/api/staticmap?center=42.36870833333333,-83.08537777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2705,2644,8268,41.98330278,-86.11455833,20,TRUE,1,257,250,380,366,"http://maps.googleapis.com/maps/api/staticmap?center=41.98330277777778,-86.11455833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2711,2650,8311,43.05142778,-86.23009167,20,TRUE,1,223,212,451,442,"http://maps.googleapis.com/maps/api/staticmap?center=43.051427777777775,-86.23009166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2713,2652,8316,42.95376111,-85.62251667,20,TRUE,2,252,167,460,396,"http://maps.googleapis.com/maps/api/staticmap?center=42.953761111111106,-85.62251666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2714,2653,8317,42.96900278,-85.66518611,20,TRUE,1,213,132,425,342,"http://maps.googleapis.com/maps/api/staticmap?center=42.969002777777774,-85.66518611111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2715,2654,8318,42.95927778,-85.66369444,20,TRUE,1,207,198,389,378,"http://maps.googleapis.com/maps/api/staticmap?center=42.95927777777778,-85.66369444444446&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2721,2660,8345,42.62916667,-83.68308333,20,TRUE,9,223,258,430,449,"http://maps.googleapis.com/maps/api/staticmap?center=42.62916666666667,-83.68308333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2722,2661,8347,41.91158333,-84.633,20,TRUE,1,250,241,401,390,"http://maps.googleapis.com/maps/api/staticmap?center=41.91158333333333,-84.633&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2725,2664,8373,46.48111111,-90.10527778,20,TRUE,1,166,250,419,494,"http://maps.googleapis.com/maps/api/staticmap?center=46.481111111111105,-90.10527777777777&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2726,2665,8376,42.25111111,-84.39138889,20,TRUE,1,292,304,509,498,"http://maps.googleapis.com/maps/api/staticmap?center=42.251111111111115,-84.3913888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2727,2666,8380,42.3084455,-85.56057214,20,TRUE,1,211,226,404,397,"http://maps.googleapis.com/maps/api/staticmap?center=42.308445500000005,-85.56057213888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2731,2670,8397,42.70809056,-84.56081222,20,TRUE,8,347,322,544,511,"http://maps.googleapis.com/maps/api/staticmap?center=42.708090555555565,-84.56081222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2733,2672,8400,43.06368333,-83.32103333,20,TRUE,2,230,226,386,393,"http://maps.googleapis.com/maps/api/staticmap?center=43.06368333333333,-83.32103333333333&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2734,2673,8407,42.39222222,-83.405,20,TRUE,2,193,243,345,394,"http://maps.googleapis.com/maps/api/staticmap?center=42.392222222222216,-83.405&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2736,2675,8412,43.95777778,-86.42833333,20,TRUE,2,285,66,463,228,"http://maps.googleapis.com/maps/api/staticmap?center=43.95777777777778,-86.42833333333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2739,2678,8428,46.54408333,-87.40638889,20,TRUE,6,272,37,465,239,"http://maps.googleapis.com/maps/api/staticmap?center=46.54408333333333,-87.40638888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2743,2682,8452,41.92411389,-83.38894167,20,TRUE,1,344,409,505,623,"http://maps.googleapis.com/maps/api/staticmap?center=41.92411388888889,-83.38894166666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2746,2685,8461,43.22386944,-86.24204167,20,TRUE,1,205,186,464,455,"http://maps.googleapis.com/maps/api/staticmap?center=43.22386944444445,-86.24204166666668&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2748,2687,8464,43.23879722,-86.20359444,20,TRUE,4,247,231,409,399,"http://maps.googleapis.com/maps/api/staticmap?center=43.238797222222225,-86.20359444444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2751,2690,8481,42.45003472,-83.46993528,20,TRUE,4,279,259,391,376,"http://maps.googleapis.com/maps/api/staticmap?center=42.45003472222223,-83.46993527777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2753,2692,8483,42.48622222,-83.52007222,20,TRUE,1,234,232,391,404,"http://maps.googleapis.com/maps/api/staticmap?center=42.48622222222223,-83.52007222222224&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2762,2701,8513,42.44726111,-85.654975,20,TRUE,1,248,245,408,403,"http://maps.googleapis.com/maps/api/staticmap?center=42.44726111111111,-85.65497500000002&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2764,2703,8519,42.61211111,-83.27586111,20,TRUE,1,244,245,380,384,"http://maps.googleapis.com/maps/api/staticmap?center=42.61211111111111,-83.27586111111111&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2765,2704,8521,42.95631944,-82.43463889,20,TRUE,1,247,258,401,405,"http://maps.googleapis.com/maps/api/staticmap?center=42.95631944444445,-82.4346388888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2766,2705,8522,42.98683333,-82.42916667,20,TRUE,1,240,188,383,328,"http://maps.googleapis.com/maps/api/staticmap?center=42.98683333333334,-82.42916666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2767,2706,8529,43.87863611,-85.51984722,20,TRUE,1,251,250,397,395,"http://maps.googleapis.com/maps/api/staticmap?center=43.878636111111106,-85.51984722222224&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2770,2709,8539,42.51507778,-83.19416667,20,TRUE,1,219,260,418,445,"http://maps.googleapis.com/maps/api/staticmap?center=42.51507777777777,-83.19416666666667&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2772,2711,8543,43.42579167,-83.93957222,20,TRUE,1,362,22,601,269,"http://maps.googleapis.com/maps/api/staticmap?center=43.42579166666666,-83.93957222222222&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2773,2712,8554,43.60708611,-86.36443889,20,TRUE,1,192,216,414,410,"http://maps.googleapis.com/maps/api/staticmap?center=43.607086111111116,-86.36443888888887&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2777,2716,8572,42.99316389,-84.55375,20,TRUE,1,239,241,416,406,"http://maps.googleapis.com/maps/api/staticmap?center=42.993163888888894,-84.55375&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2778,2717,8578,41.79530833,-85.40656667,20,TRUE,9,231,222,397,406,"http://maps.googleapis.com/maps/api/staticmap?center=41.79530833333333,-85.40656666666669&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2780,2719,8583,42.23638889,-83.27638889,20,TRUE,1,228,188,380,341,"http://maps.googleapis.com/maps/api/staticmap?center=42.23638888888889,-83.27638888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2781,2720,8585,42.00173333,-83.93800833,20,TRUE,2,228,215,418,398,"http://maps.googleapis.com/maps/api/staticmap?center=42.00173333333333,-83.93800833333334&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2783,2722,8592,41.935475,-85.64870833,20,TRUE,1,233,235,406,410,"http://maps.googleapis.com/maps/api/staticmap?center=41.935475,-85.64870833333335&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2784,2723,8597,44.75943056,-85.64453611,20,TRUE,2,227,222,371,358,"http://maps.googleapis.com/maps/api/staticmap?center=44.75943055555555,-85.64453611111112&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2786,2725,8600,42.115975,-83.21466944,20,TRUE,2,191,228,377,418,"http://maps.googleapis.com/maps/api/staticmap?center=42.115975,-83.21466944444445&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2790,2729,8611,42.18483611,-86.25054444,20,TRUE,1,232,239,391,389,"http://maps.googleapis.com/maps/api/staticmap?center=42.18483611111111,-86.25054444444444&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2793,2732,8626,42.20940833,-83.14408889,20,TRUE,1,227,237,388,389,"http://maps.googleapis.com/maps/api/staticmap?center=42.209408333333336,-83.1440888888889&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2794,2733,8630,42.26401389,-83.65368889,20,TRUE,1,210,201,422,420,"http://maps.googleapis.com/maps/api/staticmap?center=42.26401388888889,-83.65368888888891&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2795,2734,8635,42.82045556,-85.989075,20,TRUE,1,240,228,421,412,"http://maps.googleapis.com/maps/api/staticmap?center=42.82045555555556,-85.989075&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2796,2735,8636,47.29837778,-96.53067222,20,TRUE,2,203,200,421,410,"http://maps.googleapis.com/maps/api/staticmap?center=47.29837777777777,-96.53067222222221&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2797,2736,8641,46.529575,-93.69981667,20,TRUE,2,230,222,404,394,"http://maps.googleapis.com/maps/api/staticmap?center=46.529575,-93.69981666666666&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2798,2737,8644,43.65269722,-93.37158611,20,TRUE,1,258,227,407,373,"http://maps.googleapis.com/maps/api/staticmap?center=43.65269722222222,-93.37158611111109&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2799,2738,8646,45.87428333,-95.37436389,20,TRUE,1,215,224,413,415,"http://maps.googleapis.com/maps/api/staticmap?center=45.87428333333333,-95.37436388888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2800,2739,8651,45.18379444,-93.37045833,20,TRUE,1,238,242,385,382,"http://maps.googleapis.com/maps/api/staticmap?center=45.18379444444446,-93.37045833333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2801,2740,8654,45.20027222,-96.00761111,20,TRUE,2,230,220,407,405,"http://maps.googleapis.com/maps/api/staticmap?center=45.200272222222225,-96.00761111111113&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2802,2741,8656,44.61115781,-94.08472233,20,TRUE,6,231,293,429,484,"http://maps.googleapis.com/maps/api/staticmap?center=44.611157805555564,-94.08472233333332&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2803,2742,8659,47.5175,-92.23027778,20,TRUE,1,299,285,459,442,"http://maps.googleapis.com/maps/api/staticmap?center=47.5175,-92.2302777777778&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2804,2743,8661,43.675275,-92.976847,20,TRUE,1,211,225,431,430,"http://maps.googleapis.com/maps/api/staticmap?center=43.675275,-92.97684699999999&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
2806,2745,8672,48.70638889,-94.60188889,20,TRUE,6,184,206,434,438,"http://maps.googleapis.com/maps/api/staticmap?center=48.706388888888895,-94.60188888888888&zoom=20&size=640x640&sensor=False&maptype=satellite&key=APIKEY"
